Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MD,2020,11,Male,16,Right-Handed,75,29,88,4,Bus,45,0.371,45,Walking/Hiking,750,500,750,800,1000,1000,27,Right foot,7.8,8.7,Ring finger,June,Summer,Yes,Yes,Desserts,Water,Computers and technology,4,5,4,Yes - broadband connection,Internet chat or instant messaging,100,200,1,0,15,2,1,1,7,5,24,1,0,5,A lot,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Business person,Education/Youth development
USA,CA,2020,7,Male,14,Right-Handed,"5,4","9,5",1y 1f,2,Bus,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NJ,2020,11,Female,16,Right-Handed,154,23,56,1,Bus,30,0.394,46,Skateboarding/Rollerblading,759,561,610,711,930,1000,23,Same length,75,70,Index finger,May,Spring,Yes,No,Desserts,Soft drink (caffeinated),Art,3,12,3,Yes - broadband connection,Internet chat or instant messaging,300,500,30,15,2,20,0,15,30,30,50,2,0,3,None,Graduate degree,Other,Fly,Famous,Friend,"Wildlife, animals"
USA,OH,2020,12,Male,17,Left-Handed,173,25,122,1,Car,15,0.507,58,None,909,920,904,920,947,904,25,Same length,89,76,Index finger,November,Fall,Yes,No,Meat,Juice,Other,6,8,4,Yes - broadband connection,Text messaging,50,60,2,1,1,3,0,0,2,8,8,2,5,2,A lot,Graduate degree,Rhythm and blues (R&B),Invisibility,Famous,Relative,Health
USA,OH,2020,12,Male,17,Right-Handed,185,29.21,172.7,2,Car,16,0.495,45,Other,800,1000,1000,1000,500,400,29.21,Same length,49,51,Ring finger,June,Summer,No,No,Other,Water,Other,6,9,5,Yes - other,Other,12,16,4,1,4,8,12,10,0,4,14,1,0,3,A lot,Some college,Other,Freeze time,Happy,Relative,Health
USA,OH,2020,11,Female,17,Right-Handed,165,25,150,2,Bus,9,0.814,35,Swimming,1000,1000,1000,1000,0,0,25,Same length,85 mm,90mm,Ring finger,April,Summer,Yes,No,Rice/Noodle dishes,Soft drink (caffeinated),Social studies,4hrs,15,6,Yes - other,Text messaging,5,377,0,24,0,0,4,0,24,24,24,6,7,3,Very little,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,Health
USA,OH,2020,8,Female,13,Right-Handed,170,25,167,1,Car,5,0.342,45,Soccer,690,246,251,246,551,765,10,Same length,68,72,Index finger,April,Fall,No,No,Pizza/Pasta,Water,English,6,4,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",35,42,15,0,6,3,9,0,17,2,3,20,0,3,A lot,Graduate degree,Pop,Fly,Happy,Relative,Environment
USA,CA,2020,12,Female,18,Right-Handed,4'11,23.5,153,2,Walk,10,2.564,35,Walking/Hiking,920,856,947,733,155,150,23.5,Same length,65,77,Ring finger,December,Winter,No,No,No favorite,Water,English,8,10,7,No internet connection,Text messaging,54,57,0,2,4,2,0,0,3,2,3,0,4,2,A lot,Some college,Other,Telepathy,Happy,Other,Health
USA,AZ,2020,12,Female,18,Right-Handed,163,24,157,2,Bus,75,0.541,43,Skateboarding/Rollerblading,1000,1000,1000,1000,219,412,24,Same length,80,90,Ring finger,February,Fall,Yes,No,No favorite,,History,4,3,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",a lot,a lot,8,2,4,0,5,3,15,a lot,24-Jul,1,29.3,5.5,A lot,Graduate degree,Heavy metal,Telepathy,Happy,Musician or singer,Other
USA,AZ,2020,12,Male,18,Right-Handed,6'3,31,185,1,Bus,1hr,0.449,89,Basketball,250,100,650,900,200,950,30,Left foot,9,11,Ring finger,June,Winter,No,No,Pizza/Pasta,Water,History,7,8,2,Yes - other,Text messaging,45,45,15,2,0,1.5,10,35,15,5,50,1,20,0,A lot,High school,Rap/Hip hop,Fly,Happy,Friend,Health
USA,AR,2020,12,Male,17,Right-Handed,188,28.3,188,1,Car,4,0.332,40,Basketball,1000,100,1000,1000,100,1000,28.3,Same length,80,85,Ring finger,April,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,6,8,5,Yes - broadband connection,In person,70,70,50,5,0,15,15,10,30,30,40,8,14,15,None,Graduate degree,Pop,Telepathy,Happy,Relative,Environment
USA,OH,2020,7,,,,160,20,154,,,,0.83,45,,1000,519,1000,1000,497,1000,20,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2020,10,Male,15,Right-Handed,182.8,26,180,1,Car,20,0.349,66,Hockey (Ice),0,0,0,0,500,1000,26.67,Left foot,80,90,Ring finger,January,Winter,No,No,Meat,Tea,Other,5,6,5,No internet connection,"Myspace, Facebook, other social networking sites, or blog",100,100,18,1,6,60,4,2,100,100,100,120,8,8,A lot,High school,Rap/Hip hop,Fly,Rich,Friend,"Wildlife, animals"
USA,AR,2020,12,Female,18,Right-Handed,162,24,,1,,15,0.045,52,None,1000,800,800,1000,400,800,24,,85,73,Index finger,September,Spring,Yes,No,Fruit,Water,Art,5,8,2,Yes - dial-up connection,Text messaging,65,70,3,2,3,5,0,0,4,5,5,2,14,4,A lot,Some college,Other,Telepathy,Happy,Musician or singer,Environment
USA,MA,2020,12,Male,18,Right-Handed,186,25,182,2,Car,5,0.37,44,Basketball,198,326,91,321,508,813,24,Right foot,101,82.5,Index finger,September,Summer,No,No,Meat,Water,Science,8,6,4,Yes - broadband connection,Text messaging,30,20,6,2,6,4,2,6,6,2,8,12,0,1,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Musician or singer,Religious
USA,CA,2020,9,Female,14,Left-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,11,Male,16,Right-Handed,170,23,171,2,Bus,70,0.392,39,Soccer,727,679,866,834,797,759,23,Same length,70,80,Same length,September,Summer,No,No,Other,Juice,Science,7,4,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,36,0,4,10,14,8,18,5,50,5,0,10,Some,Graduate degree,Other,Freeze time,Happy,Relative,Environment
USA,MD,2020,11,Male,17,Ambidextrous,174,24,177,1,Bus,15,0.408,66,Athletics,1000,711,722,914,390,380,25,Left foot,76,80,Ring finger,October,Summer,Yes,Yes,Rice/Noodle dishes,Water,Science,8.5,8.5,4,Yes - broadband connection,Internet chat or instant messaging,100,100,8,1,16,2,3.5,4,0,4,20,5,0,1,Some,Graduate degree,Rock and roll,Freeze time,Happy,Other,Environment
USA,OH,2020,12,Female,18,Left-Handed,149.8,22.5,,1,Car,5,,,None,0,0,0,0,0,1000,22.5,Same length,,,,November,Fall,No,No,Seafood,Juice,Other,7,9,6,Yes - broadband connection,Cell phone,900,a lot,,6,0,4,0,0,120,120,10,100,30,0,Very little,Graduate degree,Rap/Hip hop,Invisibility,Rich,Musician or singer,Health
USA,AZ,2020,12,Male,18,Right-Handed,170,26,165,2,Boat,10,0.386,35,Soccer,400,400,300,300,0,0,26,Same length,80,90,Ring finger,January,Summer,No,No,Pizza/Pasta,Water,Other,7,5,5,No internet connection,In person,10,1,24,0,0,0,10,0,15,0,0,30,0,24,None,High school,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,MO,2020,11,Male,16,Right-Handed,180,27,179,1,Car,9,0.391,44,Cycling,561,663,230,727,100,960,27,Right foot,105,107,Ring finger,April,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,9,9,3,Yes - broadband connection,Text messaging,50,65,14,0.5,3,10,7,1,0,4,5,3,0,1,Some,Undergraduate degree,Gospel,Telepathy,Happy,Relative,Religious
USA,OH,2020,12,Female,18,Right-Handed,5'5,10,70,2,Car,8mins,1.754,63,Running/Jogging,620,1000,529,594,519,412,10,Right foot,72,75,Ring finger,October,Summer,No,No,Soups,Tea,English,7,7,5,Yes - broadband connection,Telephone,100,50,4,8,2,3,1,30min,3hrs,hours,2hrs,hours,6hrs,2 hrs,A lot,Less than high school,Rap/Hip hop,Telepathy,Rich,Other,Education/Youth development
USA,CA,2020,12,Male,17,Right-Handed,192,30,189,2,Walk,10,0.377,47,Martial Arts,1000,300,600,1000,100,800,30,Same length,90mm,90mm,Same length,May,Summer,Yes,No,Pizza/Pasta,Water,Computers and technology,06-May,08-Jul,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",99999,99999,03-Feb,1,0.5,0,2,6,5,5,5,0,08-Jul,12,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Friend,"Arts, culture, sports"
USA,MI,2020,12,Male,17,Right-Handed,165,24,153,1,Car,10,0.334,43,Soccer,1000,872,1000,1000,738,749,24,Same length,,90,Same length,July,Fall,Yes,No,Meat,Water,Mathematics and statistics,8,8,5,Yes - other,Internet chat or instant messaging,10,10,16,0,4,24,8,12,4,0,1,0,22,2,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Friend,Environment
USA,FL,2020,7,Female,12,Right-Handed,164.5,24.5,165,1,Car,16,0.403,45,Other,1000,800,700,900,600,600,24.5,Same length,80,80,Same length,April,Winter,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Art,6,10,2,Yes - broadband connection,Text messaging,30,40,25,17,21,6,0,19,21,17,30,7,0,0,A lot,Undergraduate degree,Techno/Electronic,Telepathy,Rich,Friend,"Wildlife, animals"
USA,MA,2020,11,Female,18,Right-Handed,161,24.5,169.5,3,Bus,20,0.152,42,Running/Jogging,1000,1000,1000,1000,900,1000,24,,95,95,Same length,March,Spring,No,Yes,Seafood,Coffee,Art,6,9,2,Yes - other,Internet chat or instant messaging,a lot,a lot,4,2,10,2,0,5,21,5,6,3,15,3,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Teacher,International aid
USA,MI,2020,9,Female,15,Left-Handed,154,24,155,1,Car,30,0.448,34,Swimming,500,400,400,300,900,1000,25,Left foot,84,71,Index finger,November,Summer,No,No,Meat,Water,History,7,8,4,Yes - dial-up connection,Text messaging,28,30,3,2,18,26,5,0,14,21,23,10,0,2,A lot,Graduate degree,Pop,Freeze time,Happy,Teacher,Health
USA,AR,2020,12,Male,18,Right-Handed,150,30,156,2,Car,15,10,1,Gymnastics,,,,,,,20,Same length,20,30,Same length,April,Summer,No,No,Other,Coffee,English,7,12,7,Yes - dial-up connection,Text messaging,100,400,,,,,,,,,,,,,,,,,,,
USA,FL,2020,12,Male,17,Left-Handed,172.5,27,186.2,4,Walk,2,0.272,45,Football (American),1,6,3,2,5,4,27.3,Left foot,110,83,Index finger,August,Summer,No,No,Meat,Juice,Languages,7,9,5,Yes - broadband connection,In person,20,45,60,2,10,1,10,2,,3,1,1,40,1,Very little,High school,Rap/Hip hop,Telepathy,Rich,Business person,Education/Youth development
USA,NC,2020,11,Male,17,Right-Handed,151,25,180,1,Bus,20,0.644,34,Cycling,300,500,500,1000,200,1000,25.5,Left foot,83,87,Ring finger,April,Winter,No,No,Poultry,Water,Science,4.5,9,3,Yes - broadband connection,In person,3,3,7,3,28,15,0,2,0,2,5,0,0,22,A lot,Graduate degree,Jazz,Freeze time,Famous,Friend,Education/Youth development
USA,NH,2020,12,Male,17,Right-Handed,185,32,183,1,Car,6,3.02,37,Lacrosse,600,600,400,900,40,1000,32,Same length,83,74,Same length,January,Summer,Yes,No,Meat,Sports drink,Physical education,9,9,4,Yes - other,Cell phone,4,11,20,0,0,0,10,0,15,1,20,10,0,0,None,High school,Rap/Hip hop,Super strength,Happy,Other,Environment
USA,TN,2020,6,Female,12,Right-Handed,160.2,,160,1,Car,6,0.389,38,Skateboarding/Rollerblading,90,100,65,75,0,0,23,Same length,80,70,Index finger,December,Winter,Yes,No,Meat,Soft drink (caffeinated),Physical education,7h 30,4,4,Yes - dial-up connection,Other,102,105,8,3,7,3,20,1,9,3,2,0,0,7,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Relative,"Wildlife, animals"
USA,MO,2020,11,Male,17,Right-Handed,183,27,187,1,Car,23,0.368,27,Soccer,700,600,400,700,500,600,27,Same length,113,116,Ring finger,August,Fall,No,No,Pizza/Pasta,Water,History,8,10,4,Yes - broadband connection,In person,100,50,5,0,5,5,0,30,5,1,50,2,0,5,Very little,Graduate degree,Country,Telepathy,Happy,Relative,Education/Youth development
USA,NY,2020,12,Female,17,Right-Handed,158,,,2,Rail (Train/Tram/Subway),25,0.355,42,Tennis,,,,,,,,,,,Ring finger,September,Fall,Yes,No,No favorite,Water,Mathematics and statistics,5,12,5,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",1000,1000,4,1,15,15,2,0,40,10,70,3,16,5,A lot,Graduate degree,Pop,Fly,Healthy,Relative,Environment
USA,NY,2020,8,Male,13,Right-Handed,162.7,25,154.9,2,Car,4,0.297,39,Swimming,900,900,800,900,400,500,25,Same length,110,70,Index finger,July,Summer,Yes,No,Fruit,Water,History,8,7,4,Yes - other,In person,20,17,40,1,2,100,15,35,4,3,35,1,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Musician or singer,Health
USA,OH,2020,11,Female,17,Right-Handed,162,23,158,1,Car,30,1.19,40,Bowling,1000,503,765,604,1000,1000,23,Same length,7,8.5,Ring finger,December,Winter,Yes,Yes,Rice/Noodle dishes,Water,Mathematics and statistics,8,8,3,Yes - other,Text messaging,4,3,15,2,2,40,20,0,10,10,40,0,0,10,Very little,Graduate degree,Gospel,Fly,Healthy,Relative,Health
USA,NC,2020,12,Female,17,Right-Handed,160,22,153,1,Car,15,0.968,56,Swimming,800,600,600,700,100,500,23,Left foot,64,70,Ring finger,January,Fall,Yes,No,Pizza/Pasta,Water,Physical education,5,7,4,Yes - broadband connection,Text messaging,64,70,7,1,0,2,16,0,10,4,0,14,4,1,Very little,Graduate degree,Country,Super strength,Happy,Coach or club leader,Health
USA,AZ,2020,12,Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,8,Male,12,Ambidextrous,175,30,175,2,Car,4,0.214,38,Walking/Hiking,700,700,700,700,500,600,29,Right foot,80,80,Same length,July,Fall,Yes,No,Rice/Noodle dishes,Water,Computers and technology,7,11,4,Yes - other,In person,1,1,4,0.5,2,2,1,5,0.1,0.5,0.5,1,0,0,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Other,Health
USA,MI,2020,9,Female,14,Right-Handed,168,22,170,1,Car,21,0.4,32,Athletics,800,700,600,900,300,300,23,Left foot,30,30,Same length,September,Spring,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Languages,6,8,5,Yes - other,Internet chat or instant messaging,28,22,8,15,10,10,6,0,7,5,15,3,5,0,A lot,Graduate degree,Country,Telepathy,Happy,Relative,International aid
USA,OH,2020,8,Female,14,Right-Handed,170,24,162,1,Car,7,0.475,45,Soccer,1000,900,1000,1000,1000,850,23,Right foot,80,85,Ring finger,December,Winter,No,No,No favorite,Water,Science,9,9,4,Yes - broadband connection,In person,2,50,5,02-Jan,7.5,2,16,3,0,1,3,2,0,1,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Environment
USA,MD,2020,11,Female,17,Right-Handed,167,24,163,3,Bus,20,0.391,40,Dancing,781,647,765,786,717,711,24,Same length,88,93,Same length,October,Summer,No,No,No favorite,Tea,Science,6,10,5,Yes - broadband connection,Internet chat or instant messaging,300,400,5,15,18,30,20,1,35,20,40,5,0,18,Some,Graduate degree,Other,Invisibility,Happy,Friend,Environment
USA,OH,2020,12,Male,17,Ambidextrous,183.5,28.5,183,3,Bus,25,0.528,38,Walking/Hiking,900,401,900,950,950,800,29.5,Left foot,100,116,Ring finger,July,Summer,Yes,No,Seafood,Tea,English,5 1/2,7,2,Yes - broadband connection,Text messaging,10,8,0,12,2,4,0,10,9,10,20,20,12,20,Some,Some college,Punk rock,Freeze time,Rich,Musician or singer,"Arts, culture, sports"
USA,AK,2020,10,Female,16,Right-Handed,160,30,,2,Bus,30,0.41,56,None,952,856,1000,492,1000,444,30,Same length,,,,September,Fall,Yes,No,No favorite,Coffee,Other,5,3,4,Yes - other,In person,200,250,,,,,,,,,,,,,Some,High school,Other,Freeze time,Happy,Friend,"Wildlife, animals"
USA,FL,2020,12,Male,17,Right-Handed,170,26,175,1,Car,15,0.284,32,Football (American),950,850,450,300,2,300,27,Left foot,100,79,Index finger,April,Winter,Yes,No,Meat,Water,Science,7,11,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,8,10,1,0.5,5,2,7,4,3,5,4,0,1,A lot,Undergraduate degree,Country,Fly,Rich,Coach or club leader,Education/Youth development
USA,NC,2020,12,Male,16,Right-Handed,178,26,66,3,Bus,5,0.678,46,Soccer,900,700,1000,700,500,800,27,Left foot,81,84,Ring finger,November,Summer,No,No,Pizza/Pasta,Water,History,7,10,4,Yes - broadband connection,In person,107,218,10,0,10,10,15,5,5,5,15,5,0,10,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Sports person,"Wildlife, animals"
USA,OH,2020,12,Female,18,Right-Handed,152.4,21,151,1,Car,5,0.385,37,None,1000,1000,1000,1000,,,20.9,Right foot,7.6,7.8,Ring finger,January,Summer,Yes,Yes,No favorite,Water,English,6,12,4,Yes - broadband connection,Text messaging,40,40,0,1,6,0,0,0,30,30,alot ,4,alot ,alot,A lot,Graduate degree,Rock and roll,Telepathy,Rich,Musician or singer,Environment
USA,MI,2020,12,Female,17,Right-Handed,177.8,24,65,2,Car,12,0.459,45,Soccer,888,888,604,503,444,1000,25,Left foot,80,82,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Water,Science,8,10,5,Yes - broadband connection,Text messaging,50,70,12,1,5,10,1,3,19,7,12,30,0,5,A lot,Undergraduate degree,Pop,Freeze time,Happy,Relative,Environment
USA,CA,2020,12,Female,17,Right-Handed,161,23.5,32,4,Car,13,0.475,46,Dancing,1000,1000,1000,1000,950,1000,9.25,Same length,77,79,Ring finger,February,Summer,No,Yes,Rice/Noodle dishes,Water,English,6,10,04-Feb,Yes - broadband connection,Text messaging,38,40,7,1.5,9,1,2,0,5,5,7,10,0,3,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Other,"Wildlife, animals"
USA,MI,2020,9,Female,14,Right-Handed,169.4,161.4,160,2,Car,25-30,0.301,30,Hockey (Field),909,900,900,800,100,100,22,Same length,,70,Ring finger,June,Summer,No,No,No favorite,Water,Other,08-Jul,10-Sep,07-Jun,Yes - broadband connection,Text messaging,05-Feb,5,68,0.5,3,20,30,5,10,5,5,10,0,8,Very little,Graduate degree,Rap/Hip hop,Fly,Happy,Coach or club leader,"Wildlife, animals"
USA,OH,2020,11,Male,16,Ambidextrous,182.8,28.6,182.8,1,Car,15,0.361,41,Baseball/Softball,1000,1000,500,1000,0,0,28.6,Same length,111,110,Index finger,July,Summer,No,No,Pizza/Pasta,Coffee,History,8,10,4,Yes - broadband connection,In person,10,10,0,1,1,24,0,72,1,1,72,0,0,0,Some,Other,Rap/Hip hop,Invisibility,Rich,Friend,Health
USA,MI,2020,9,Female,15,Right-Handed,163,23,66,3,Car,30,0.599,44,Hockey (Ice),925,759,914,674,551,743,22,Right foot,80,70,Index finger,August,Summer,No,No,Pizza/Pasta,Sports drink,Other,8,9,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",7,20,40,1,7,4,6,0,16,13,35,5,0,3,Some,Undergraduate degree,Country,Super strength,Happy,Sports person,"Arts, culture, sports"
USA,OH,2020,12,Male,18,Right-Handed,6í2,12,6,1,Car,15,0.91,,Football (American),,,,,,,12,Same length,6,7,Ring finger,November,Summer,No,No,Meat,Juice,Mathematics and statistics,7,5,5,Yes - other,Text messaging,16,15,3,1,1,2,5,W,2,6,2,2,0,1,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,"Arts, culture, sports"
USA,TN,2020,6,Male,12,Right-Handed,160,26,159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2020,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,22,2,5,2,5,3,30,3,0,1,Some,Undergraduate degree,Classical,Invisibility,Rich,Business person,Education/Youth development
USA,OH,2020,11,Female,17,Right-Handed,64,24,160,1,Bus,15-20,0.439,35,Basketball,1000,1000,1000,1000,0,1000,24,Same length,80,70,Index finger,November,Fall,Yes,No,Fruit,Water,Other,08-Jul,07-Jun,4 now,Yes - broadband connection,Text messaging,20-Oct,15-Oct,03-Feb,0,1,0-2,0,0,08-May,10-May,24,5,8,5,A lot,High school,Rap/Hip hop,Telepathy,Rich,Relative,Other
USA,OH,2020,8,Female,14,Right-Handed,169,29,156,1,Car,15,0.425,43,Martial Arts,700,700,500,600,900,1000,30,Left foot,112,121,Ring finger,June,Spring,No,No,No favorite,Tea,Art,7,12,4,Yes - broadband connection,Text messaging,79,103,5,5,7,17,2.5,1,4,15,1,7,0,4.5,Some,Graduate degree,Other,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,MO,2020,11,Male,17,Ambidextrous,175,26,170,2,Car,20,0.373,28,Athletics,700,750,700,475,250,725,25,Right foot,100,106,Ring finger,June,Fall,Yes,No,Meat,Water,Mathematics and statistics,9,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",14,26,8,1,8,35,8,3,25,5,25,8,30,8,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health
USA,OR,2020,11,Male,17,Right-Handed,178,26,172,1,Car,10,0.423,42,Athletics,800,950,1000,550,1000,1000,27,Left foot,95,90,Index finger,October,Winter,No,No,Pizza/Pasta,Water,History,7,11,3,Yes - broadband connection,In person,85,50,15,3,20,9,10,15,2,3,6,1,0,0,A lot,Graduate degree,Other,Freeze time,Happy,Friend,Health
USA,TN,2020,6,Female,12,Right-Handed,137,18,128,1,Car,10,0.409,33,Gymnastics,899,999,799,900,400,600,19,Left foot,60,70,Ring finger,January,Spring,No,No,Other,Water,Art,9,10,6,Yes - broadband connection,Text messaging,50,50,35,5,4,52,2,0,7,1.5,2,4,0,3.5,A lot,Other,Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,NH,2020,12,Male,17,Right-Handed,156,42,67,1,Car,20,0.517,31,Athletics,400,700,500,600,700,1000,43,Left foot,70,80,Ring finger,August,Fall,Yes,No,Pizza/Pasta,Juice,Science,7,6,3,Yes - other,Text messaging,6,8,5,1,3,2,0,20,25,1,45,1,0,2,A lot,Undergraduate degree,Techno/Electronic,Freeze time,Healthy,Teacher,Health
USA,MA,2020,12,Male,18,Right-Handed,191,28,193,1,Car,2,0.313,37,Football (American),750,850,760,600,750,900,28,Same length,90,95,Ring finger,April,Winter,No,No,Meat,Water,Mathematics and statistics,8,11,3,Yes - broadband connection,Text messaging,53,63,15,0,15,9,14,1,10.5,0.5,21,2,0,0,Very little,Undergraduate degree,Rap/Hip hop,Fly,Healthy,Religious figure,Health
USA,MD,2020,11,Male,17,Right-Handed,180,27 cm,190,3,Bus,30,0.348,32,Swimming,679,369,578,588,845,900,27,Same length,85,95,Ring finger,January,Winter,Yes,No,Meat,Water,Mathematics and statistics,8,10,4,Yes - broadband connection,Text messaging,10,50,10,2,8,5,14,1,2,2,35,0,0,0,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Business person,International aid
USA,IN,2020,12,Female,15,Right-Handed,163,25,155,2,Car,10,0.576,33,Tennis,1000,1000,1000,900,500,700,26,Left foot,6 1/2,6,Index finger,October,Fall,No,No,Meat,Water,Mathematics and statistics,8,10,6,Yes - other,Text messaging,50,50,7,6,3,20,1,4,10,1,4,1,0,2,Some,Undergraduate degree,Gospel,Freeze time,Rich,Friend,Environment
USA,AZ,2020,12,Male,17,Right-Handed,183cm,27cm,,1,Car,10,0.423,57,Other,417,401,684,807,0,535,27,Same length,,,Ring finger,May,Winter,Yes,No,Seafood,Soft drink (caffeinated),Art,2,1 1/2,6,Yes - other,Other,0,23,168,,,,,,,,,,,,,,,,,,
USA,NC,2020,11,Male,18,Right-Handed,183,25,186,1,Car,10,0.304,46,Athletics,1000,765,797,706,380,604,26,Left foot,97,105,Ring finger,April,Fall,No,No,No favorite,Water,Science,7,7,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",18,20,1,3,12,10,29,10,10,5,5,2,0,2,Very little,Undergraduate degree,Other,Freeze time,Healthy,Relative,Environment
USA,MD,2020,11,Male,17,Left-Handed,181,26,177,2,Car,30,0.415,70,Walking/Hiking,900,900,800,850,900,950,26,Same length,82,850,Ring finger,October,Fall,No,No,Meat,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,Internet chat or instant messaging,0,1,10,0,21,5,3,7,2,7,35,0,0,2,A lot,Other,Other,Freeze time,Happy,Other,Environment
USA,NJ,2020,11,Male,17,Left-Handed,179,28,182,2,Car,12,0.4,32,Football (American),1000,1000,1000,1000,0,0,28,Same length,,,Ring finger,December,Summer,No,No,Pizza/Pasta,Water,Physical education,4,4,3,Yes - other,Other,alot,alot,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,25-Aug,A lot,High school,Other,Invisibility,Happy,Other,"Wildlife, animals"
USA,NC,2020,11,Female,17,Right-Handed,157,24,156,1,Car,20,0.372,47,Walking/Hiking,650,650,650,750,1000,1000,24,Same length,80,65,Same length,September,Spring,Yes,No,Rice/Noodle dishes,Water,Computers and technology,6,9,4,Yes - broadband connection,Text messaging,200,200,10,2,15,10,0,0,30,15,10,5,15,1,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Education/Youth development
USA,TN,2020,6,Female,11,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,11,Female,17,Right-Handed,157,26,154,1,Car,30,0.351,46,Dancing,800,500,1000,800,700,1000,25,Right foot,,,,December,Spring,Yes,Yes,Rice/Noodle dishes,Water,Science,,,,Yes - broadband connection,Text messaging,,,,,,,,,,,,,,,,,,,,,
USA,MI,2020,9,Female,14,Right-Handed,165.1,23,166,1,Car,11,0.374,33,Dancing,500,500,500,500,500,500,23.5,Left foot,65,71,Ring finger,May,Spring,Yes,No,Rice/Noodle dishes,Water,History,7,9,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",70,50,15,0,15,3,20,0,9,5,50,0,0,0,A lot,Graduate degree,Pop,Telepathy,Healthy,Sports person,Health
